seed,protocol,embedding_mode,concentration_mode,method,alpha,far_lambda,completed_steps,terminal_class,task_performance_collapse,support_or_temperature_boundary,nan_inf_numerical_failure,final_hidden_optimal_probability,final_positive_support_probability,final_expected_semantic_reward,final_normalized_semantic_extrapolation,final_entropy_mean,final_effective_support_mean,final_effective_support_p05,final_concentration_mean,final_concentration_min,final_concentration_max
150,E6-A,aligned,fixed,positive_only,0.0,0.0,32000,formal_terminal_plateau,False,False,False,0.0681900903582573,0.4482572376728058,0.741844892501831,-0.8321231007575989,2.2891016006469727,10.106674194335938,6.5574212074279785,8.0,8.0,8.0
150,E6-A,aligned,fixed,local_only,0.25,0.0,32000,formal_terminal_plateau,False,False,False,0.09026648104190826,0.37654924392700195,0.7673448324203491,-0.34610918164253235,2.294602394104004,10.180657386779785,6.438214302062988,8.0,8.0,8.0
150,E6-A,aligned,fixed,local_only,0.5,0.0,32000,formal_persistent_drift_or_inconclusive,False,False,False,0.09150470793247223,0.23564502596855164,0.7685544490814209,0.2720920443534851,2.3023743629455566,10.25931453704834,6.264986515045166,8.0,8.0,8.0
150,E6-A,aligned,fixed,local_only,0.75,0.0,32000,formal_persistent_drift_or_inconclusive,False,False,False,0.06748620420694351,0.11652733385562897,0.7425934076309204,0.8665975332260132,2.2878143787384033,10.15103530883789,6.069031715393066,8.0,8.0,8.0
150,E6-A,aligned,fixed,local_only,1.0,0.0,32000,formal_persistent_drift_or_inconclusive,False,False,False,0.032454848289489746,0.04318739101290703,0.6755402088165283,1.2951655387878418,2.2565534114837646,9.872509956359863,5.830663681030273,8.0,8.0,8.0
151,E6-A,aligned,fixed,positive_only,0.0,0.0,32000,formal_terminal_plateau,False,False,False,0.0625968724489212,0.4664595127105713,0.7322098612785339,-0.8786226511001587,2.3244545459747314,10.47911262512207,6.478626251220703,8.0,8.0,8.0
151,E6-A,aligned,fixed,local_only,0.25,0.0,32000,formal_terminal_plateau,False,False,False,0.0815369114279747,0.3987380564212799,0.7541892528533936,-0.41948607563972473,2.3155760765075684,10.400838851928711,6.33204460144043,8.0,8.0,8.0
151,E6-A,aligned,fixed,local_only,0.5,0.0,32000,formal_persistent_drift_or_inconclusive,False,False,False,0.08788758516311646,0.2564755082130432,0.7609534859657288,0.20436833798885345,2.31119704246521,10.344109535217285,6.4832682609558105,8.0,8.0,8.0
151,E6-A,aligned,fixed,local_only,0.75,0.0,32000,formal_persistent_drift_or_inconclusive,False,False,False,0.06999914348125458,0.11877800524234772,0.73704993724823,0.7873917818069458,2.271237850189209,9.984517097473145,6.121352195739746,8.0,8.0,8.0
151,E6-A,aligned,fixed,local_only,1.0,0.0,32000,formal_persistent_drift_or_inconclusive,False,False,False,0.029575278982520103,0.04321139305830002,0.66126549243927,1.2501461505889893,2.259103775024414,9.857057571411133,6.116077899932861,8.0,8.0,8.0
152,E6-A,aligned,fixed,positive_only,0.0,0.0,32000,formal_terminal_plateau,False,False,False,0.05815446749329567,0.4617893695831299,0.742878258228302,-0.8580394387245178,2.3297760486602783,10.505696296691895,7.320061206817627,8.0,8.0,8.0
152,E6-A,aligned,fixed,local_only,0.25,0.0,32000,formal_terminal_plateau,False,False,False,0.0763988196849823,0.3897227644920349,0.7669196128845215,-0.3282929062843323,2.307034492492676,10.261736869812012,6.998671054840088,8.0,8.0,8.0
152,E6-A,aligned,fixed,local_only,0.5,0.0,32000,formal_persistent_drift_or_inconclusive,False,False,False,0.07954580336809158,0.2513911724090576,0.7697698473930359,0.25923195481300354,2.3201968669891357,10.408663749694824,6.882345676422119,8.0,8.0,8.0
152,E6-A,aligned,fixed,local_only,0.75,0.0,32000,formal_persistent_drift_or_inconclusive,False,False,False,0.06265491992235184,0.11984006315469742,0.7495340704917908,0.8489171266555786,2.3341152667999268,10.59348201751709,6.585606098175049,8.0,8.0,8.0
152,E6-A,aligned,fixed,local_only,1.0,0.0,32000,formal_persistent_drift_or_inconclusive,False,False,False,0.03003106452524662,0.04864116013050079,0.6790236234664917,1.2452579736709595,2.3297924995422363,10.544438362121582,6.72255802154541,8.0,8.0,8.0
153,E6-A,aligned,fixed,positive_only,0.0,0.0,32000,formal_terminal_plateau,False,False,False,0.07478367537260056,0.45928317308425903,0.7420381307601929,-0.7807875275611877,2.2701785564422607,9.942787170410156,6.653441429138184,8.0,8.0,8.0
153,E6-A,aligned,fixed,local_only,0.25,0.0,32000,formal_terminal_plateau,False,False,False,0.09682463109493256,0.3806300461292267,0.7702441215515137,-0.2568095326423645,2.2630088329315186,9.891449928283691,6.473634719848633,8.0,8.0,8.0
153,E6-A,aligned,fixed,local_only,0.5,0.0,32000,formal_persistent_drift_or_inconclusive,False,False,False,0.10114559531211853,0.23910832405090332,0.7688457369804382,0.33430179953575134,2.282285213470459,10.08724594116211,6.532674312591553,8.0,8.0,8.0
153,E6-A,aligned,fixed,local_only,0.75,0.0,32000,formal_persistent_drift_or_inconclusive,False,False,False,0.07248935103416443,0.1153159886598587,0.7437704801559448,0.9271041750907898,2.3275060653686523,10.530242919921875,6.885352611541748,8.0,8.0,8.0
153,E6-A,aligned,fixed,local_only,1.0,0.0,32000,formal_persistent_drift_or_inconclusive,False,False,False,0.036595847457647324,0.052268583327531815,0.6867839694023132,1.2921217679977417,2.3413214683532715,10.664661407470703,6.9648237228393555,8.0,8.0,8.0
154,E6-A,aligned,fixed,positive_only,0.0,0.0,32000,formal_terminal_plateau,False,False,False,0.06730887293815613,0.44876012206077576,0.7417050004005432,-0.8151148557662964,2.302286386489868,10.156332015991211,7.251736164093018,8.0,8.0,8.0
154,E6-A,aligned,fixed,local_only,0.25,0.0,32000,formal_terminal_plateau,False,False,False,0.08959676325321198,0.3753312826156616,0.7655201554298401,-0.31168124079704285,2.287937879562378,10.012594223022461,7.209615707397461,8.0,8.0,8.0
154,E6-A,aligned,fixed,local_only,0.5,0.0,32000,formal_terminal_plateau,False,False,False,0.09549391269683838,0.2508639991283417,0.7761865854263306,0.2791765630245209,2.2992513179779053,10.152305603027344,7.189509868621826,8.0,8.0,8.0
154,E6-A,aligned,fixed,local_only,0.75,0.0,32000,formal_persistent_drift_or_inconclusive,False,False,False,0.0718323290348053,0.11517941951751709,0.7423330545425415,0.8662722110748291,2.2769641876220703,9.95865249633789,6.817836761474609,8.0,8.0,8.0
154,E6-A,aligned,fixed,local_only,1.0,0.0,32000,formal_persistent_drift_or_inconclusive,False,False,False,0.03670116886496544,0.04188276827335358,0.6822937726974487,1.3286428451538086,2.269960880279541,9.8892240524292,6.780118465423584,8.0,8.0,8.0
155,E6-A,aligned,fixed,positive_only,0.0,0.0,32000,formal_terminal_plateau,False,False,False,0.08165651559829712,0.44235485792160034,0.7420591711997986,-0.7752512097358704,2.283674955368042,10.05855655670166,6.5685224533081055,8.0,8.0,8.0
155,E6-A,aligned,fixed,local_only,0.25,0.0,32000,formal_terminal_plateau,False,False,False,0.10112610459327698,0.35727766156196594,0.7702347636222839,-0.20789188146591187,2.268514394760132,9.906257629394531,6.580687046051025,8.0,8.0,8.0
155,E6-A,aligned,fixed,local_only,0.5,0.0,32000,formal_terminal_plateau,False,False,False,0.09321963042020798,0.22350017726421356,0.7627596855163574,0.3959116041660309,2.290562868118286,10.136856079101562,6.375580787658691,8.0,8.0,8.0
155,E6-A,aligned,fixed,local_only,0.75,0.0,32000,formal_persistent_drift_or_inconclusive,False,False,False,0.06495595723390579,0.1130841001868248,0.7319395542144775,0.9401697516441345,2.327224016189575,10.519512176513672,6.627612113952637,8.0,8.0,8.0
155,E6-A,aligned,fixed,local_only,1.0,0.0,32000,formal_persistent_drift_or_inconclusive,False,False,False,0.03195326030254364,0.04392251744866371,0.6801382303237915,1.358872890472412,2.316101312637329,10.424081802368164,6.377059459686279,8.0,8.0,8.0
